REPORT,PUBLISH_DATE,PUBLISH_DATE_STRING,MEASURE_CATEGORY,MEASURE_GROUP,MEASURE_ID,MEASURE_NAME,SUBMEASURE_NAME,USNWR_METRIC,MEASURE_DESCRIPTION,MEASURE_TYPE,MEASURE_YEAR,MEASURE_RESULT_STRING_FORMAT,DESIRED_DIRECTION,REPORTING_START_DATE,REPORTING_END_DATE,DATA_SOURCE_1,DATA_SOURCE_2
CMS STARS REPORT,2021-04-01,2021,PERFORMANCE INFORMATION,SAFETY OF CARE,COMP_HIP_KNEE,COMPLICATION RATE FOLLOWING ELECTIVE PRIMARY TOTAL HIP ARTHROPLASTY (THA) AND/OR TOTAL KNEE ARTHROPLASTY (TKA),,,Observed complications / Expected complications (risk-adjusted),Outcome,,PERCENT_1,LOWER,2016-04-01,2019-03-31,Complications_and_Deaths-Hospital,
CMS STARS REPORT,2022-07-01,2022,PERFORMANCE INFORMATION,SAFETY OF CARE,COMP_HIP_KNEE,COMPLICATION RATE FOLLOWING ELECTIVE PRIMARY TOTAL HIP ARTHROPLASTY (THA) AND/OR TOTAL KNEE ARTHROPLASTY (TKA),,,Observed complications / Expected complications (risk-adjusted),Outcome,,PERCENT_1,LOWER,2018-04-01,2021-03-31,Complications_and_Deaths-Hospital,
CMS STARS REPORT,2023-07-01,2023,PERFORMANCE INFORMATION,SAFETY OF CARE,COMP_HIP_KNEE,COMPLICATION RATE FOLLOWING ELECTIVE PRIMARY TOTAL HIP ARTHROPLASTY (THA) AND/OR TOTAL KNEE ARTHROPLASTY (TKA),,,Observed complications / Expected complications (risk-adjusted),Outcome,,PERCENT_1,LOWER,2019-04-01,2022-03-31,Complications_and_Deaths-Hospital,
CMS STARS REPORT,2024-07-01,2024,PERFORMANCE INFORMATION,SAFETY OF CARE,COMP_HIP_KNEE,COMPLICATION RATE FOLLOWING ELECTIVE PRIMARY TOTAL HIP ARTHROPLASTY (THA) AND/OR TOTAL KNEE ARTHROPLASTY (TKA),,,Observed complications / Expected complications (risk-adjusted),Outcome,,PERCENT_1,LOWER,2020-04-01,2023-03-31,Complications_and_Deaths-Hospital,
CMS STARS REPORT,2025-07-01,2025,PERFORMANCE INFORMATION,SAFETY OF CARE,COMP_HIP_KNEE,COMPLICATION RATE FOLLOWING ELECTIVE PRIMARY TOTAL HIP ARTHROPLASTY (THA) AND/OR TOTAL KNEE ARTHROPLASTY (TKA),,,Observed complications / Expected complications (risk-adjusted),Outcome,,PERCENT_1,LOWER,2021-04-01,2024-03-31,Complications_and_Deaths-Hospital,
CMS STARS REPORT,2026-05-01,2026,PERFORMANCE INFORMATION,SAFETY OF CARE,COMP_HIP_KNEE,COMPLICATION RATE FOLLOWING ELECTIVE PRIMARY TOTAL HIP ARTHROPLASTY (THA) AND/OR TOTAL KNEE ARTHROPLASTY (TKA),,,Observed complications / Expected complications (risk-adjusted),Outcome,,PERCENT_1,LOWER,2021-04-01,2024-03-31,Complications_and_Deaths-Hospital,
CMS STARS REPORT,2021-04-01,2021,PERFORMANCE INFORMATION,TIMELY AND EFFECTIVE CARE,ED_2B,ADMIT DECISION TIME TO ED DEPARTURE TIME FOR ADMITTED PATIENTS,,,Median minutes from admit decision to ED departure for admitted patients,Process,,DECIMAL_0,LOWER,2019-01-01,2019-12-31,,
CMS STARS REPORT,2021-04-01,2021,PERFORMANCE INFORMATION,READMISSION,EDAC_30_AMI,EXCESS DAYS IN ACUTE CARE AFTER HOSPITALIZATION FOR ACUTE MYOCARDIAL INFARCTION,,,Excess days in acute care per 100 discharges (risk-adjusted),Outcome,,DECIMAL_1,LOWER,2016-07-01,2019-06-30,Unplanned_Hospital_Visits-Hospital,
CMS STARS REPORT,2022-07-01,2022,PERFORMANCE INFORMATION,READMISSION,EDAC_30_AMI,EXCESS DAYS IN ACUTE CARE AFTER HOSPITALIZATION FOR ACUTE MYOCARDIAL INFARCTION,,,Excess days in acute care per 100 discharges (risk-adjusted),Outcome,,DECIMAL_1,LOWER,2018-07-01,2021-06-30,Unplanned_Hospital_Visits-Hospital,
CMS STARS REPORT,2023-07-01,2023,PERFORMANCE INFORMATION,READMISSION,EDAC_30_AMI,EXCESS DAYS IN ACUTE CARE AFTER HOSPITALIZATION FOR ACUTE MYOCARDIAL INFARCTION,,,Excess days in acute care per 100 discharges (risk-adjusted),Outcome,,DECIMAL_1,LOWER,2019-07-01,2022-06-30,Unplanned_Hospital_Visits-Hospital,
CMS STARS REPORT,2024-07-01,2024,PERFORMANCE INFORMATION,READMISSION,EDAC_30_AMI,EXCESS DAYS IN ACUTE CARE AFTER HOSPITALIZATION FOR ACUTE MYOCARDIAL INFARCTION,,,Excess days in acute care per 100 discharges (risk-adjusted),Outcome,,DECIMAL_1,LOWER,2020-07-01,2023-06-30,Unplanned_Hospital_Visits-Hospital,
CMS STARS REPORT,2025-07-01,2025,PERFORMANCE INFORMATION,READMISSION,EDAC_30_AMI,EXCESS DAYS IN ACUTE CARE AFTER HOSPITALIZATION FOR ACUTE MYOCARDIAL INFARCTION,,,Excess days in acute care per 100 discharges (risk-adjusted),Outcome,,DECIMAL_1,LOWER,2021-07-01,2024-06-30,Unplanned_Hospital_Visits-Hospital,
CMS STARS REPORT,2026-05-01,2026,PERFORMANCE INFORMATION,READMISSION,EDAC_30_AMI,EXCESS DAYS IN ACUTE CARE AFTER HOSPITALIZATION FOR ACUTE MYOCARDIAL INFARCTION,,,Excess days in acute care per 100 discharges (risk-adjusted),Outcome,,DECIMAL_1,LOWER,2021-07-01,2024-06-30,Unplanned_Hospital_Visits-Hospital,
CMS STARS REPORT,2021-04-01,2021,PERFORMANCE INFORMATION,READMISSION,EDAC_30_HF,EXCESS DAYS IN ACUTE CARE AFTER HOSPITALIZATION FOR HEART FAILURE,,,Excess days in acute care per 100 discharges (risk-adjusted),Outcome,,DECIMAL_1,LOWER,2016-07-01,2019-06-30,Unplanned_Hospital_Visits-Hospital,
CMS STARS REPORT,2022-07-01,2022,PERFORMANCE INFORMATION,READMISSION,EDAC_30_HF,EXCESS DAYS IN ACUTE CARE AFTER HOSPITALIZATION FOR HEART FAILURE,,,Excess days in acute care per 100 discharges (risk-adjusted),Outcome,,DECIMAL_1,LOWER,2018-07-01,2021-06-30,Unplanned_Hospital_Visits-Hospital,
CMS STARS REPORT,2023-07-01,2023,PERFORMANCE INFORMATION,READMISSION,EDAC_30_HF,EXCESS DAYS IN ACUTE CARE AFTER HOSPITALIZATION FOR HEART FAILURE,,,Excess days in acute care per 100 discharges (risk-adjusted),Outcome,,DECIMAL_1,LOWER,2019-07-01,2022-06-30,Unplanned_Hospital_Visits-Hospital,
CMS STARS REPORT,2024-07-01,2024,PERFORMANCE INFORMATION,READMISSION,EDAC_30_HF,EXCESS DAYS IN ACUTE CARE AFTER HOSPITALIZATION FOR HEART FAILURE,,,Excess days in acute care per 100 discharges (risk-adjusted),Outcome,,DECIMAL_1,LOWER,2020-07-01,2023-06-30,Unplanned_Hospital_Visits-Hospital,
CMS STARS REPORT,2025-07-01,2025,PERFORMANCE INFORMATION,READMISSION,EDAC_30_HF,EXCESS DAYS IN ACUTE CARE AFTER HOSPITALIZATION FOR HEART FAILURE,,,Excess days in acute care per 100 discharges (risk-adjusted),Outcome,,DECIMAL_1,LOWER,2021-07-01,2024-06-30,Unplanned_Hospital_Visits-Hospital,
CMS STARS REPORT,2026-05-01,2026,PERFORMANCE INFORMATION,READMISSION,EDAC_30_HF,EXCESS DAYS IN ACUTE CARE AFTER HOSPITALIZATION FOR HEART FAILURE,,,Excess days in acute care per 100 discharges (risk-adjusted),Outcome,,DECIMAL_1,LOWER,2021-07-01,2024-06-30,Unplanned_Hospital_Visits-Hospital,
CMS STARS REPORT,2021-04-01,2021,PERFORMANCE INFORMATION,READMISSION,EDAC_30_PN,EXCESS DAYS IN ACUTE CARE AFTER HOSPITALIZATION FOR PNEUMONIA,,,Excess days in acute care per 100 discharges (risk-adjusted),Outcome,,DECIMAL_1,LOWER,2016-07-01,2019-06-30,Unplanned_Hospital_Visits-Hospital,
CMS STARS REPORT,2022-07-01,2022,PERFORMANCE INFORMATION,READMISSION,EDAC_30_PN,EXCESS DAYS IN ACUTE CARE AFTER HOSPITALIZATION FOR PNEUMONIA,,,Excess days in acute care per 100 discharges (risk-adjusted),Outcome,,DECIMAL_1,LOWER,2018-07-01,2021-06-30,Unplanned_Hospital_Visits-Hospital,
CMS STARS REPORT,2023-07-01,2023,PERFORMANCE INFORMATION,READMISSION,EDAC_30_PN,EXCESS DAYS IN ACUTE CARE AFTER HOSPITALIZATION FOR PNEUMONIA,,,Excess days in acute care per 100 discharges (risk-adjusted),Outcome,,DECIMAL_1,LOWER,2019-07-01,2022-06-30,Unplanned_Hospital_Visits-Hospital,
CMS STARS REPORT,2024-07-01,2024,PERFORMANCE INFORMATION,READMISSION,EDAC_30_PN,EXCESS DAYS IN ACUTE CARE AFTER HOSPITALIZATION FOR PNEUMONIA,,,Excess days in acute care per 100 discharges (risk-adjusted),Outcome,,DECIMAL_1,LOWER,2020-07-01,2023-06-30,Unplanned_Hospital_Visits-Hospital,
CMS STARS REPORT,2025-07-01,2025,PERFORMANCE INFORMATION,READMISSION,EDAC_30_PN,EXCESS DAYS IN ACUTE CARE AFTER HOSPITALIZATION FOR PNEUMONIA,,,Excess days in acute care per 100 discharges (risk-adjusted),Outcome,,DECIMAL_1,LOWER,2021-07-01,2024-06-30,Unplanned_Hospital_Visits-Hospital,
CMS STARS REPORT,2026-05-01,2026,PERFORMANCE INFORMATION,READMISSION,EDAC_30_PN,EXCESS DAYS IN ACUTE CARE AFTER HOSPITALIZATION FOR PNEUMONIA,,,Excess days in acute care per 100 discharges (risk-adjusted),Outcome,,DECIMAL_1,LOWER,2021-07-01,2024-06-30,Unplanned_Hospital_Visits-Hospital,
CMS STARS REPORT,2026-05-01,2026,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_CLEAN_LINEAR_SCORE,CLEANLINESS OF HOSPITAL ENVIRONMENT,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2024-01-01,2024-12-31,HCAHPS-Hospital,
CMS STARS REPORT,2026-05-01,2026,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_1_LINEAR_SCORE,NURSE COMMUNICATION,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2024-01-01,2024-12-31,HCAHPS-Hospital,
CMS STARS REPORT,2021-04-01,2021,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_1_STAR_RATING,NURSE COMMUNICATION,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2019-01-01,2019-12-31,HCAHPS-Hospital,
CMS STARS REPORT,2022-07-01,2022,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_1_STAR_RATING,NURSE COMMUNICATION,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2020-10-01,2021-09-30,HCAHPS-Hospital,
CMS STARS REPORT,2023-07-01,2023,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_1_STAR_RATING,NURSE COMMUNICATION,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2021-10-01,2022-09-30,HCAHPS-Hospital,
CMS STARS REPORT,2024-07-01,2024,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_1_STAR_RATING,NURSE COMMUNICATION,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2022-10-01,2023-09-30,HCAHPS-Hospital,
CMS STARS REPORT,2025-07-01,2025,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_1_STAR_RATING,NURSE COMMUNICATION,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2023-10-01,2024-09-30,HCAHPS-Hospital,
CMS STARS REPORT,2026-05-01,2026,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_2_LINEAR_SCORE,DOCTOR COMMUNICATION,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2024-01-01,2024-12-31,HCAHPS-Hospital,
CMS STARS REPORT,2021-04-01,2021,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_2_STAR_RATING,DOCTOR COMMUNICATION,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2019-01-01,2019-12-31,HCAHPS-Hospital,
CMS STARS REPORT,2022-07-01,2022,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_2_STAR_RATING,DOCTOR COMMUNICATION,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2020-10-01,2021-09-30,HCAHPS-Hospital,
CMS STARS REPORT,2023-07-01,2023,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_2_STAR_RATING,DOCTOR COMMUNICATION,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2021-10-01,2022-09-30,HCAHPS-Hospital,
CMS STARS REPORT,2024-07-01,2024,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_2_STAR_RATING,DOCTOR COMMUNICATION,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2022-10-01,2023-09-30,HCAHPS-Hospital,
CMS STARS REPORT,2025-07-01,2025,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_2_STAR_RATING,DOCTOR COMMUNICATION,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2023-10-01,2024-09-30,HCAHPS-Hospital,
CMS STARS REPORT,2026-05-01,2026,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_3_LINEAR_SCORE,STAFF RESPONSIVENESS,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2024-01-01,2024-12-31,HCAHPS-Hospital,
CMS STARS REPORT,2021-04-01,2021,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_3_STAR_RATING,STAFF RESPONSIVENESS,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2019-01-01,2019-12-31,HCAHPS-Hospital,
CMS STARS REPORT,2022-07-01,2022,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_3_STAR_RATING,STAFF RESPONSIVENESS,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2020-10-01,2021-09-30,HCAHPS-Hospital,
CMS STARS REPORT,2023-07-01,2023,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_3_STAR_RATING,STAFF RESPONSIVENESS,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2021-10-01,2022-09-30,HCAHPS-Hospital,
CMS STARS REPORT,2024-07-01,2024,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_3_STAR_RATING,STAFF RESPONSIVENESS,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2022-10-01,2023-09-30,HCAHPS-Hospital,
CMS STARS REPORT,2025-07-01,2025,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_3_STAR_RATING,STAFF RESPONSIVENESS,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2023-10-01,2024-09-30,HCAHPS-Hospital,
CMS STARS REPORT,2026-05-01,2026,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_5_LINEAR_SCORE,COMMUNICATION ABOUT MEDICINES,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2024-01-01,2024-12-31,HCAHPS-Hospital,
CMS STARS REPORT,2021-04-01,2021,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_5_STAR_RATING,COMMUNICATION ABOUT MEDICINES,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2019-01-01,2019-12-31,HCAHPS-Hospital,
CMS STARS REPORT,2022-07-01,2022,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_5_STAR_RATING,COMMUNICATION ABOUT MEDICINES,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2020-10-01,2021-09-30,HCAHPS-Hospital,
CMS STARS REPORT,2023-07-01,2023,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_5_STAR_RATING,COMMUNICATION ABOUT MEDICINES,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2021-10-01,2022-09-30,HCAHPS-Hospital,
CMS STARS REPORT,2024-07-01,2024,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_5_STAR_RATING,COMMUNICATION ABOUT MEDICINES,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2022-10-01,2023-09-30,HCAHPS-Hospital,
CMS STARS REPORT,2025-07-01,2025,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_5_STAR_RATING,COMMUNICATION ABOUT MEDICINES,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2023-10-01,2024-09-30,HCAHPS-Hospital,
CMS STARS REPORT,2026-05-01,2026,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_6_LINEAR_SCORE,DISCHARGE INFORMATION,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2024-01-01,2024-12-31,HCAHPS-Hospital,
CMS STARS REPORT,2021-04-01,2021,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_6_STAR_RATING,DISCHARGE INFORMATION,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2019-01-01,2019-12-31,HCAHPS-Hospital,
CMS STARS REPORT,2022-07-01,2022,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_6_STAR_RATING,DISCHARGE INFORMATION,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2020-10-01,2021-09-30,HCAHPS-Hospital,
CMS STARS REPORT,2023-07-01,2023,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_6_STAR_RATING,DISCHARGE INFORMATION,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2021-10-01,2022-09-30,HCAHPS-Hospital,
CMS STARS REPORT,2024-07-01,2024,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_6_STAR_RATING,DISCHARGE INFORMATION,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2022-10-01,2023-09-30,HCAHPS-Hospital,
CMS STARS REPORT,2025-07-01,2025,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_6_STAR_RATING,DISCHARGE INFORMATION,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2023-10-01,2024-09-30,HCAHPS-Hospital,
CMS STARS REPORT,2026-05-01,2026,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_7_LINEAR_SCORE,CARE TRANSITION,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2024-01-01,2024-12-31,HCAHPS-Hospital,
CMS STARS REPORT,2021-04-01,2021,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_7_STAR_RATING,CARE TRANSITION,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2019-01-01,2019-12-31,HCAHPS-Hospital,
CMS STARS REPORT,2022-07-01,2022,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_7_STAR_RATING,CARE TRANSITION,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2020-10-01,2021-09-30,HCAHPS-Hospital,
CMS STARS REPORT,2023-07-01,2023,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_7_STAR_RATING,CARE TRANSITION,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2021-10-01,2022-09-30,HCAHPS-Hospital,
CMS STARS REPORT,2024-07-01,2024,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_7_STAR_RATING,CARE TRANSITION,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2022-10-01,2023-09-30,HCAHPS-Hospital,
CMS STARS REPORT,2025-07-01,2025,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_COMP_7_STAR_RATING,CARE TRANSITION,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2023-10-01,2024-09-30,HCAHPS-Hospital,
CMS STARS REPORT,2021-04-01,2021,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_GLOB_STAR_RATING,OVERALL RATING/WILLINGNESS TO RECOMMEND HOSPITAL,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2019-01-01,2019-12-31,HCAHPS-Hospital,
CMS STARS REPORT,2022-07-01,2022,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_GLOB_STAR_RATING,OVERALL RATING/WILLINGNESS TO RECOMMEND HOSPITAL,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2020-10-01,2021-09-30,HCAHPS-Hospital,
CMS STARS REPORT,2023-07-01,2023,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_GLOB_STAR_RATING,OVERALL RATING/WILLINGNESS TO RECOMMEND HOSPITAL,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2021-10-01,2022-09-30,HCAHPS-Hospital,
CMS STARS REPORT,2024-07-01,2024,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_GLOB_STAR_RATING,OVERALL RATING/WILLINGNESS TO RECOMMEND HOSPITAL,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2022-10-01,2023-09-30,HCAHPS-Hospital,
CMS STARS REPORT,2025-07-01,2025,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_GLOB_STAR_RATING,OVERALL RATING/WILLINGNESS TO RECOMMEND HOSPITAL,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2023-10-01,2024-09-30,HCAHPS-Hospital,
CMS STARS REPORT,2026-05-01,2026,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_HSP_RATING_LINEAR_SCORE,OVERALL RATING OF HOSPITAL,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2024-01-01,2024-12-31,HCAHPS-Hospital,
CMS STARS REPORT,2021-04-01,2021,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_INDI_STAR_RATING,CLEANLINESS/QUIETNESS OF HOSPITAL ENVIRONMENT,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2019-01-01,2019-12-31,HCAHPS-Hospital,
CMS STARS REPORT,2022-07-01,2022,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_INDI_STAR_RATING,CLEANLINESS/QUIETNESS OF HOSPITAL ENVIRONMENT,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2020-10-01,2021-09-30,HCAHPS-Hospital,
CMS STARS REPORT,2023-07-01,2023,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_INDI_STAR_RATING,CLEANLINESS/QUIETNESS OF HOSPITAL ENVIRONMENT,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2021-10-01,2022-09-30,HCAHPS-Hospital,
CMS STARS REPORT,2024-07-01,2024,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_INDI_STAR_RATING,CLEANLINESS/QUIETNESS OF HOSPITAL ENVIRONMENT,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2022-10-01,2023-09-30,HCAHPS-Hospital,
CMS STARS REPORT,2025-07-01,2025,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_INDI_STAR_RATING,CLEANLINESS/QUIETNESS OF HOSPITAL ENVIRONMENT,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2023-10-01,2024-09-30,HCAHPS-Hospital,
CMS STARS REPORT,2026-05-01,2026,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_QUIET_LINEAR_SCORE,QUIETNESS OF HOSPITAL ENVIRONMENT,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2024-01-01,2024-12-31,HCAHPS-Hospital,
CMS STARS REPORT,2026-05-01,2026,PERFORMANCE INFORMATION,PATIENT EXPERIENCE,H_RECMND_LINEAR_SCORE,WILLINGNESS TO RECOMMEND THIS HOSPITAL,,,Top-box = most positive responses / total responses,Patient Reported,,DECIMAL_0,HIGHER,2024-01-01,2024-12-31,HCAHPS-Hospital,
CMS STARS REPORT,2021-04-01,2021,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_1,CENTRAL LINE ASSOCIATED BLOODSTREAM INFECTION (ICU + SELECT WARDS),,,"SIR = Observed / Expected infections; rate per 1,000 central line days",Outcome,,DECIMAL_3,LOWER,2019-01-01,2019-12-31,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,2022-07-01,2022,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_1,CENTRAL LINE ASSOCIATED BLOODSTREAM INFECTION (ICU + SELECT WARDS),,,"SIR = Observed / Expected infections; rate per 1,000 central line days",Outcome,,DECIMAL_3,LOWER,2020-10-01,2021-09-30,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,2023-07-01,2023,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_1,CENTRAL LINE ASSOCIATED BLOODSTREAM INFECTION (ICU + SELECT WARDS),,,"SIR = Observed / Expected infections; rate per 1,000 central line days",Outcome,,DECIMAL_3,LOWER,2021-10-01,2022-09-30,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,2024-07-01,2024,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_1,CENTRAL LINE ASSOCIATED BLOODSTREAM INFECTION (ICU + SELECT WARDS),,,"SIR = Observed / Expected infections; rate per 1,000 central line days",Outcome,,DECIMAL_3,LOWER,2022-10-01,2023-09-30,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,2025-07-01,2025,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_1,CENTRAL LINE ASSOCIATED BLOODSTREAM INFECTION (ICU + SELECT WARDS),,,"SIR = Observed / Expected infections; rate per 1,000 central line days",Outcome,,DECIMAL_3,LOWER,2023-10-01,2024-09-30,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,2026-05-01,2026,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_1,CENTRAL LINE ASSOCIATED BLOODSTREAM INFECTION (ICU + SELECT WARDS),,,"SIR = Observed / Expected infections; rate per 1,000 central line days",Outcome,,DECIMAL_3,LOWER,2023-10-01,2024-09-30,Healthcare_Associated_Infections-Hospital,
CMS STARS REPORT,2021-04-01,2021,PERFORMANCE INFORMATION,SAFETY OF CARE,HAI_2,CATHETER ASSOCIATED URINARY TRACT INFECTIONS (ICU + SELECT WARDS),,,"SIR = Observed / Expected infections; rate per 1,000 catheter days",Outcome,,DECIMAL_3,LOWER,2019-01-01,2019-12-31,Healthcare_Associated_Infections-Hospital,
