REPORT,PUBLISH_DATE,PUBLISH_DATE_STRING,MEASURE_CATEGORY,MEASURE_GROUP,MEASURE_ID,MEASURE_NAME,SUBMEASURE_NAME,USNWR_METRIC,MEASURE_DESCRIPTION,MEASURE_YEAR,MEASURE_RESULT_STRING_FORMAT,DESIRED_DIRECTION,REPORTING_START_DATE,REPORTING_END_DATE,DATA_SOURCE_1,DATA_SOURCE_2
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2022,2023,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2024,DECIMAL_0,LOWER,1/1/2024,12/31/2024,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2023,2024,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2016,DECIMAL_0,LOWER,1/1/2016,12/31/2016,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2023,2024,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2017,DECIMAL_0,LOWER,1/1/2017,12/31/2017,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2023,2024,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2018,DECIMAL_0,LOWER,1/1/2018,12/31/2018,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2023,2024,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2019,DECIMAL_0,LOWER,1/1/2019,12/31/2019,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2023,2024,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2020,DECIMAL_0,LOWER,1/1/2020,12/31/2020,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2023,2024,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2021,DECIMAL_0,LOWER,1/1/2021,12/31/2021,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2023,2024,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2022,DECIMAL_0,LOWER,1/1/2022,12/31/2022,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2023,2024,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2023,DECIMAL_0,LOWER,1/1/2023,12/31/2023,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2023,2024,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2024,DECIMAL_0,LOWER,1/1/2024,12/31/2024,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2024,2025,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2016,DECIMAL_0,LOWER,1/1/2016,12/31/2016,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2024,2025,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2017,DECIMAL_0,LOWER,1/1/2017,12/31/2017,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2024,2025,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2018,DECIMAL_0,LOWER,1/1/2018,12/31/2018,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2024,2025,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2019,DECIMAL_0,LOWER,1/1/2019,12/31/2019,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2024,2025,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2020,DECIMAL_0,LOWER,1/1/2020,12/31/2020,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2024,2025,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2021,DECIMAL_0,LOWER,1/1/2021,12/31/2021,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2024,2025,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2022,DECIMAL_0,LOWER,1/1/2022,12/31/2022,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2024,2025,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2023,DECIMAL_0,LOWER,1/1/2023,12/31/2023,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2024,2025,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2024,DECIMAL_0,LOWER,1/1/2024,12/31/2024,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2025,2026,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2016,DECIMAL_0,LOWER,1/1/2016,12/31/2016,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2025,2026,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2017,DECIMAL_0,LOWER,1/1/2017,12/31/2017,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2025,2026,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2018,DECIMAL_0,LOWER,1/1/2018,12/31/2018,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2025,2026,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2019,DECIMAL_0,LOWER,1/1/2019,12/31/2019,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2025,2026,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2020,DECIMAL_0,LOWER,1/1/2020,12/31/2020,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2025,2026,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2021,DECIMAL_0,LOWER,1/1/2021,12/31/2021,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2025,2026,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2022,DECIMAL_0,LOWER,1/1/2022,12/31/2022,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2025,2026,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2023,DECIMAL_0,LOWER,1/1/2023,12/31/2023,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2025,2026,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2024,DECIMAL_0,LOWER,1/1/2024,12/31/2024,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2020,2021,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_ELIGIBLE_DISCHARGES,NUMBER OF ELIGIBLE DISCHARGES,,,Number of discharges eligible for readmission measure,,DECIMAL_0,,,,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2021,2022,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_ELIGIBLE_DISCHARGES,NUMBER OF ELIGIBLE DISCHARGES,,,Number of discharges eligible for readmission measure,,DECIMAL_0,,,,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2022,2023,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_ELIGIBLE_DISCHARGES,NUMBER OF ELIGIBLE DISCHARGES,,,Number of discharges eligible for readmission measure,,DECIMAL_0,,,,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2023,2024,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_ELIGIBLE_DISCHARGES,NUMBER OF ELIGIBLE DISCHARGES,,,Number of discharges eligible for readmission measure,,DECIMAL_0,,,,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2024,2025,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_ELIGIBLE_DISCHARGES,NUMBER OF ELIGIBLE DISCHARGES,,,Number of discharges eligible for readmission measure,,DECIMAL_0,,,,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2025,2026,MEASURE,THA/TKA,THA/TKA_NUMBER_OF_ELIGIBLE_DISCHARGES,NUMBER OF ELIGIBLE DISCHARGES,,,Number of discharges eligible for readmission measure,,DECIMAL_0,,,,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2020,2021,MEASURE,THA/TKA,THA/TKA_PEER_GROUP_MEDIAN_ERR,PEER GROUP MEDIAN ERR,,,Median excess readmission ratio for peer group,,DECIMAL_3,,,,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2021,2022,MEASURE,THA/TKA,THA/TKA_PEER_GROUP_MEDIAN_ERR,PEER GROUP MEDIAN ERR,,,Median excess readmission ratio for peer group,,DECIMAL_3,,,,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2022,2023,MEASURE,THA/TKA,THA/TKA_PEER_GROUP_MEDIAN_ERR,PEER GROUP MEDIAN ERR,,,Median excess readmission ratio for peer group,,DECIMAL_3,,,,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2023,2024,MEASURE,THA/TKA,THA/TKA_PEER_GROUP_MEDIAN_ERR,PEER GROUP MEDIAN ERR,,,Median excess readmission ratio for peer group,,DECIMAL_3,,,,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2024,2025,MEASURE,THA/TKA,THA/TKA_PEER_GROUP_MEDIAN_ERR,PEER GROUP MEDIAN ERR,,,Median excess readmission ratio for peer group,,DECIMAL_3,,,,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2025,2026,MEASURE,THA/TKA,THA/TKA_PEER_GROUP_MEDIAN_ERR,PEER GROUP MEDIAN ERR,,,Median excess readmission ratio for peer group,,DECIMAL_3,,,,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2020,2021,MEASURE,THA/TKA,THA/TKA_PENALTY_INDICATOR,PENALTY INDICATOR,,,Whether hospital exceeds peer group median ERR (penalized or not),,,,,,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2021,2022,MEASURE,THA/TKA,THA/TKA_PENALTY_INDICATOR,PENALTY INDICATOR,,,Whether hospital exceeds peer group median ERR (penalized or not),,,,,,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2022,2023,MEASURE,THA/TKA,THA/TKA_PENALTY_INDICATOR,PENALTY INDICATOR,,,Whether hospital exceeds peer group median ERR (penalized or not),,,,,,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2023,2024,MEASURE,THA/TKA,THA/TKA_PENALTY_INDICATOR,PENALTY INDICATOR,,,Whether hospital exceeds peer group median ERR (penalized or not),,,,,,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2024,2025,MEASURE,THA/TKA,THA/TKA_PENALTY_INDICATOR,PENALTY INDICATOR,,,Whether hospital exceeds peer group median ERR (penalized or not),,,,,,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2025,2026,MEASURE,THA/TKA,THA/TKA_PENALTY_INDICATOR,PENALTY INDICATOR,,,Whether hospital exceeds peer group median ERR (penalized or not),,,,,,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2020,2021,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2016,DECIMAL_0,,1/1/2016,12/31/2016,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2020,2021,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2017,DECIMAL_0,,1/1/2017,12/31/2017,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2020,2021,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2018,DECIMAL_0,,1/1/2018,12/31/2018,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2020,2021,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2019,DECIMAL_0,,1/1/2019,12/31/2019,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2020,2021,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2020,DECIMAL_0,,1/1/2020,12/31/2020,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2020,2021,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2021,DECIMAL_0,,1/1/2021,12/31/2021,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2020,2021,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2022,DECIMAL_0,,1/1/2022,12/31/2022,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2020,2021,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2023,DECIMAL_0,,1/1/2023,12/31/2023,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2020,2021,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2024,DECIMAL_0,,1/1/2024,12/31/2024,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2021,2022,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2016,DECIMAL_0,,1/1/2016,12/31/2016,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2021,2022,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2017,DECIMAL_0,,1/1/2017,12/31/2017,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2021,2022,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2018,DECIMAL_0,,1/1/2018,12/31/2018,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2021,2022,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2019,DECIMAL_0,,1/1/2019,12/31/2019,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2021,2022,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2020,DECIMAL_0,,1/1/2020,12/31/2020,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2021,2022,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2021,DECIMAL_0,,1/1/2021,12/31/2021,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2021,2022,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2022,DECIMAL_0,,1/1/2022,12/31/2022,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2021,2022,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2023,DECIMAL_0,,1/1/2023,12/31/2023,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2021,2022,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2024,DECIMAL_0,,1/1/2024,12/31/2024,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2022,2023,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2016,DECIMAL_0,,1/1/2016,12/31/2016,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2022,2023,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2017,DECIMAL_0,,1/1/2017,12/31/2017,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2022,2023,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2018,DECIMAL_0,,1/1/2018,12/31/2018,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2022,2023,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2019,DECIMAL_0,,1/1/2019,12/31/2019,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2022,2023,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2020,DECIMAL_0,,1/1/2020,12/31/2020,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2022,2023,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2021,DECIMAL_0,,1/1/2021,12/31/2021,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2022,2023,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2022,DECIMAL_0,,1/1/2022,12/31/2022,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2022,2023,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2023,DECIMAL_0,,1/1/2023,12/31/2023,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2022,2023,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2024,DECIMAL_0,,1/1/2024,12/31/2024,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2023,2024,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2016,DECIMAL_0,,1/1/2016,12/31/2016,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2023,2024,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2017,DECIMAL_0,,1/1/2017,12/31/2017,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2023,2024,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2018,DECIMAL_0,,1/1/2018,12/31/2018,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2023,2024,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2019,DECIMAL_0,,1/1/2019,12/31/2019,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2023,2024,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2020,DECIMAL_0,,1/1/2020,12/31/2020,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2023,2024,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2021,DECIMAL_0,,1/1/2021,12/31/2021,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2023,2024,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2022,DECIMAL_0,,1/1/2022,12/31/2022,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2023,2024,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2023,DECIMAL_0,,1/1/2023,12/31/2023,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2023,2024,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2024,DECIMAL_0,,1/1/2024,12/31/2024,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2024,2025,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2016,DECIMAL_0,,1/1/2016,12/31/2016,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2024,2025,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2017,DECIMAL_0,,1/1/2017,12/31/2017,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2024,2025,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2018,DECIMAL_0,,1/1/2018,12/31/2018,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2024,2025,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2019,DECIMAL_0,,1/1/2019,12/31/2019,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2024,2025,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2020,DECIMAL_0,,1/1/2020,12/31/2020,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2024,2025,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2021,DECIMAL_0,,1/1/2021,12/31/2021,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2024,2025,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2022,DECIMAL_0,,1/1/2022,12/31/2022,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2024,2025,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2023,DECIMAL_0,,1/1/2023,12/31/2023,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2024,2025,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2024,DECIMAL_0,,1/1/2024,12/31/2024,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2025,2026,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2016,DECIMAL_0,,1/1/2016,12/31/2016,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2025,2026,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2017,DECIMAL_0,,1/1/2017,12/31/2017,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2025,2026,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2018,DECIMAL_0,,1/1/2018,12/31/2018,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2025,2026,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2019,DECIMAL_0,,1/1/2019,12/31/2019,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2025,2026,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2020,DECIMAL_0,,1/1/2020,12/31/2020,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2025,2026,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2021,DECIMAL_0,,1/1/2021,12/31/2021,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2025,2026,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2022,DECIMAL_0,,1/1/2022,12/31/2022,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2025,2026,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2023,DECIMAL_0,,1/1/2023,12/31/2023,IPPS Final Rule,
HOSPITAL READMISSION REDUCTION PROGRAM,7/1/2025,2026,OVERALL,OVERALL,TOTAL_CASES_NUMBER_OF_CASES,NUMBER OF CASES,,,Number of cases included in measure calculation,2024,DECIMAL_0,,1/1/2024,12/31/2024,IPPS Final Rule,
HOSPITAL VALUE-BASED PURCHASING PROGRAM,7/1/2025,2026,PERFORMANCE INFORMATION - PERSON AND COMMUNITY ENGAGEMENT DOMAIN SCORES HCAHPS,CARE TRANSITION,CARE_TRANSITION_ACHIEVEMENT_POINTS,ACHIEVEMENT POINTS,,,Points awarded based on performance vs. achievement threshold,,,,1/1/2024,12/31/2024,Hospital Value-Based Purchasing - Person and Community Engagement - CMS Care Compare Provider Data,
