REPORT,PUBLISH_DATE,PUBLISH_DATE_STRING,MEASURE_CATEGORY,MEASURE_GROUP,MEASURE_ID,MEASURE_NAME,SUBMEASURE_NAME,MEASURE_GROUP_CLEAN,MEASURE_NAME_CLEAN,SUBMEASURE_NAME_CLEAN,USNWR_METRIC,MEASURE_DESCRIPTION,MEASURE_TYPE,MEASURE_YEAR,MEASURE_RESULT_STRING_FORMAT,DESIRED_DIRECTION,REPORTING_START_DATE,REPORTING_END_DATE,DATA_SOURCE_1,DATA_SOURCE_2
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,UROLOGY,UROLOGY_MORTALITY_RANDOM_EFFECTS_MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_MEDICARE_ADVANTAGE,MORTALITY - RANDOM EFFECTS,MORTALITY - STANDARD ERROR FOR RANDOM EFFECTS - MEDICARE ADVANTAGE,UROLOGY,MORTALITY_RANDOM_EFFECTS,MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_MEDICARE_ADVANTAGE,Mortality - Standard Error for Random Effects - Medicare Advantage (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,CANCER,CANCER_MORTALITY_RANDOM_EFFECTS_MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,MORTALITY - RANDOM EFFECTS,MORTALITY - STANDARD ERROR FOR RANDOM EFFECTS - TRADITIONAL FEE-FOR-SERVICE,CANCER,MORTALITY_RANDOM_EFFECTS,MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,Mortality - Standard Error for Random Effects - Traditional Fee-for-Service (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,CANCER_MORTALITY_RANDOM_EFFECTS_MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,MORTALITY - RANDOM EFFECTS,MORTALITY - STANDARD ERROR FOR RANDOM EFFECTS - TRADITIONAL FEE-FOR-SERVICE,CANCER,MORTALITY_RANDOM_EFFECTS,MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,Mortality - Standard Error for Random Effects - Traditional Fee-for-Service (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,CARDIOLOGY_AND_HEART_SURGERY_MORTALITY_RANDOM_EFFECTS_MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,MORTALITY - RANDOM EFFECTS,MORTALITY - STANDARD ERROR FOR RANDOM EFFECTS - TRADITIONAL FEE-FOR-SERVICE,CARDIOLOGY_AND_HEART_SURGERY,MORTALITY_RANDOM_EFFECTS,MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,Mortality - Standard Error for Random Effects - Traditional Fee-for-Service (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,CARDIOLOGY_AND_HEART_SURGERY_MORTALITY_RANDOM_EFFECTS_MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,MORTALITY - RANDOM EFFECTS,MORTALITY - STANDARD ERROR FOR RANDOM EFFECTS - TRADITIONAL FEE-FOR-SERVICE,CARDIOLOGY_AND_HEART_SURGERY,MORTALITY_RANDOM_EFFECTS,MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,Mortality - Standard Error for Random Effects - Traditional Fee-for-Service (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,DIABETES AND ENDOCRINE DISORDERS,DIABETES_AND_ENDOCRINE_DISORDERS_MORTALITY_RANDOM_EFFECTS_MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,MORTALITY - RANDOM EFFECTS,MORTALITY - STANDARD ERROR FOR RANDOM EFFECTS - TRADITIONAL FEE-FOR-SERVICE,DIABETES_AND_ENDOCRINE_DISORDERS,MORTALITY_RANDOM_EFFECTS,MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,Mortality - Standard Error for Random Effects - Traditional Fee-for-Service (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,DIABETES AND ENDOCRINE DISORDERS,DIABETES_AND_ENDOCRINE_DISORDERS_MORTALITY_RANDOM_EFFECTS_MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,MORTALITY - RANDOM EFFECTS,MORTALITY - STANDARD ERROR FOR RANDOM EFFECTS - TRADITIONAL FEE-FOR-SERVICE,DIABETES_AND_ENDOCRINE_DISORDERS,MORTALITY_RANDOM_EFFECTS,MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,Mortality - Standard Error for Random Effects - Traditional Fee-for-Service (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,"EAR, NOSE, AND THROAT",EAR_NOSE_AND_THROAT_MORTALITY_RANDOM_EFFECTS_MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,MORTALITY - RANDOM EFFECTS,MORTALITY - STANDARD ERROR FOR RANDOM EFFECTS - TRADITIONAL FEE-FOR-SERVICE,EAR_NOSE_AND_THROAT,MORTALITY_RANDOM_EFFECTS,MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,Mortality - Standard Error for Random Effects - Traditional Fee-for-Service (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,"EAR, NOSE, AND THROAT",EAR_NOSE_AND_THROAT_MORTALITY_RANDOM_EFFECTS_MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,MORTALITY - RANDOM EFFECTS,MORTALITY - STANDARD ERROR FOR RANDOM EFFECTS - TRADITIONAL FEE-FOR-SERVICE,EAR_NOSE_AND_THROAT,MORTALITY_RANDOM_EFFECTS,MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,Mortality - Standard Error for Random Effects - Traditional Fee-for-Service (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,GASTROENTEROLOGY AND GI SURGERY,GASTROENTEROLOGY_AND_GI_SURGERY_MORTALITY_RANDOM_EFFECTS_MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,MORTALITY - RANDOM EFFECTS,MORTALITY - STANDARD ERROR FOR RANDOM EFFECTS - TRADITIONAL FEE-FOR-SERVICE,GASTROENTEROLOGY_AND_GI_SURGERY,MORTALITY_RANDOM_EFFECTS,MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,Mortality - Standard Error for Random Effects - Traditional Fee-for-Service (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,GASTROENTEROLOGY AND GI SURGERY,GASTROENTEROLOGY_AND_GI_SURGERY_MORTALITY_RANDOM_EFFECTS_MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,MORTALITY - RANDOM EFFECTS,MORTALITY - STANDARD ERROR FOR RANDOM EFFECTS - TRADITIONAL FEE-FOR-SERVICE,GASTROENTEROLOGY_AND_GI_SURGERY,MORTALITY_RANDOM_EFFECTS,MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,Mortality - Standard Error for Random Effects - Traditional Fee-for-Service (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,GERIATRIC CARE,GERIATRIC_CARE_MORTALITY_RANDOM_EFFECTS_MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,MORTALITY - RANDOM EFFECTS,MORTALITY - STANDARD ERROR FOR RANDOM EFFECTS - TRADITIONAL FEE-FOR-SERVICE,GERIATRIC_CARE,MORTALITY_RANDOM_EFFECTS,MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,Mortality - Standard Error for Random Effects - Traditional Fee-for-Service (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,GERIATRIC CARE,GERIATRIC_CARE_MORTALITY_RANDOM_EFFECTS_MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,MORTALITY - RANDOM EFFECTS,MORTALITY - STANDARD ERROR FOR RANDOM EFFECTS - TRADITIONAL FEE-FOR-SERVICE,GERIATRIC_CARE,MORTALITY_RANDOM_EFFECTS,MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,Mortality - Standard Error for Random Effects - Traditional Fee-for-Service (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,NEUROLOGY AND NEUROSURGERY,NEUROLOGY_AND_NEUROSURGERY_MORTALITY_RANDOM_EFFECTS_MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,MORTALITY - RANDOM EFFECTS,MORTALITY - STANDARD ERROR FOR RANDOM EFFECTS - TRADITIONAL FEE-FOR-SERVICE,NEUROLOGY_AND_NEUROSURGERY,MORTALITY_RANDOM_EFFECTS,MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,Mortality - Standard Error for Random Effects - Traditional Fee-for-Service (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,NEUROLOGY AND NEUROSURGERY,NEUROLOGY_AND_NEUROSURGERY_MORTALITY_RANDOM_EFFECTS_MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,MORTALITY - RANDOM EFFECTS,MORTALITY - STANDARD ERROR FOR RANDOM EFFECTS - TRADITIONAL FEE-FOR-SERVICE,NEUROLOGY_AND_NEUROSURGERY,MORTALITY_RANDOM_EFFECTS,MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,Mortality - Standard Error for Random Effects - Traditional Fee-for-Service (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,ORTHOPEDICS,ORTHOPEDICS_MORTALITY_RANDOM_EFFECTS_MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,MORTALITY - RANDOM EFFECTS,MORTALITY - STANDARD ERROR FOR RANDOM EFFECTS - TRADITIONAL FEE-FOR-SERVICE,ORTHOPEDICS,MORTALITY_RANDOM_EFFECTS,MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,Mortality - Standard Error for Random Effects - Traditional Fee-for-Service (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,ORTHOPEDICS,ORTHOPEDICS_MORTALITY_RANDOM_EFFECTS_MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,MORTALITY - RANDOM EFFECTS,MORTALITY - STANDARD ERROR FOR RANDOM EFFECTS - TRADITIONAL FEE-FOR-SERVICE,ORTHOPEDICS,MORTALITY_RANDOM_EFFECTS,MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,Mortality - Standard Error for Random Effects - Traditional Fee-for-Service (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,PULMONOLOGY,PULMONOLOGY_MORTALITY_RANDOM_EFFECTS_MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,MORTALITY - RANDOM EFFECTS,MORTALITY - STANDARD ERROR FOR RANDOM EFFECTS - TRADITIONAL FEE-FOR-SERVICE,PULMONOLOGY,MORTALITY_RANDOM_EFFECTS,MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,Mortality - Standard Error for Random Effects - Traditional Fee-for-Service (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,PULMONOLOGY,PULMONOLOGY_MORTALITY_RANDOM_EFFECTS_MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,MORTALITY - RANDOM EFFECTS,MORTALITY - STANDARD ERROR FOR RANDOM EFFECTS - TRADITIONAL FEE-FOR-SERVICE,PULMONOLOGY,MORTALITY_RANDOM_EFFECTS,MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,Mortality - Standard Error for Random Effects - Traditional Fee-for-Service (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,UROLOGY,UROLOGY_MORTALITY_RANDOM_EFFECTS_MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,MORTALITY - RANDOM EFFECTS,MORTALITY - STANDARD ERROR FOR RANDOM EFFECTS - TRADITIONAL FEE-FOR-SERVICE,UROLOGY,MORTALITY_RANDOM_EFFECTS,MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,Mortality - Standard Error for Random Effects - Traditional Fee-for-Service (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,UROLOGY,UROLOGY_MORTALITY_RANDOM_EFFECTS_MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,MORTALITY - RANDOM EFFECTS,MORTALITY - STANDARD ERROR FOR RANDOM EFFECTS - TRADITIONAL FEE-FOR-SERVICE,UROLOGY,MORTALITY_RANDOM_EFFECTS,MORTALITY_STANDARD_ERROR_FOR_RANDOM_EFFECTS_TRADITIONAL_FEE_FOR_SERVICE,Mortality - Standard Error for Random Effects - Traditional Fee-for-Service (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,CANCER,CANCER_MORTALITY_RANDOM_EFFECTS_MORTALITY_FIRST_NORMALIZATION_ALL_SCALED,MORTALITY - RANDOM EFFECTS,MORTALITY FIRST NORMALIZATION ALL SCALED,CANCER,MORTALITY_RANDOM_EFFECTS,MORTALITY_FIRST_NORMALIZATION_ALL_SCALED,Mortality First Normalization All Scaled (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,CARDIOLOGY_AND_HEART_SURGERY_MORTALITY_RANDOM_EFFECTS_MORTALITY_FIRST_NORMALIZATION_ALL_SCALED,MORTALITY - RANDOM EFFECTS,MORTALITY FIRST NORMALIZATION ALL SCALED,CARDIOLOGY_AND_HEART_SURGERY,MORTALITY_RANDOM_EFFECTS,MORTALITY_FIRST_NORMALIZATION_ALL_SCALED,Mortality First Normalization All Scaled (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,DIABETES AND ENDOCRINE DISORDERS,DIABETES_AND_ENDOCRINE_DISORDERS_MORTALITY_RANDOM_EFFECTS_MORTALITY_FIRST_NORMALIZATION_ALL_SCALED,MORTALITY - RANDOM EFFECTS,MORTALITY FIRST NORMALIZATION ALL SCALED,DIABETES_AND_ENDOCRINE_DISORDERS,MORTALITY_RANDOM_EFFECTS,MORTALITY_FIRST_NORMALIZATION_ALL_SCALED,Mortality First Normalization All Scaled (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,GASTROENTEROLOGY AND GI SURGERY,GASTROENTEROLOGY_AND_GI_SURGERY_MORTALITY_RANDOM_EFFECTS_MORTALITY_FIRST_NORMALIZATION_ALL_SCALED,MORTALITY - RANDOM EFFECTS,MORTALITY FIRST NORMALIZATION ALL SCALED,GASTROENTEROLOGY_AND_GI_SURGERY,MORTALITY_RANDOM_EFFECTS,MORTALITY_FIRST_NORMALIZATION_ALL_SCALED,Mortality First Normalization All Scaled (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,GERIATRIC CARE,GERIATRIC_CARE_MORTALITY_RANDOM_EFFECTS_MORTALITY_FIRST_NORMALIZATION_ALL_SCALED,MORTALITY - RANDOM EFFECTS,MORTALITY FIRST NORMALIZATION ALL SCALED,GERIATRIC_CARE,MORTALITY_RANDOM_EFFECTS,MORTALITY_FIRST_NORMALIZATION_ALL_SCALED,Mortality First Normalization All Scaled (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,NEUROLOGY AND NEUROSURGERY,NEUROLOGY_AND_NEUROSURGERY_MORTALITY_RANDOM_EFFECTS_MORTALITY_FIRST_NORMALIZATION_ALL_SCALED,MORTALITY - RANDOM EFFECTS,MORTALITY FIRST NORMALIZATION ALL SCALED,NEUROLOGY_AND_NEUROSURGERY,MORTALITY_RANDOM_EFFECTS,MORTALITY_FIRST_NORMALIZATION_ALL_SCALED,Mortality First Normalization All Scaled (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,ORTHOPEDICS,ORTHOPEDICS_MORTALITY_RANDOM_EFFECTS_MORTALITY_FIRST_NORMALIZATION_ALL_SCALED,MORTALITY - RANDOM EFFECTS,MORTALITY FIRST NORMALIZATION ALL SCALED,ORTHOPEDICS,MORTALITY_RANDOM_EFFECTS,MORTALITY_FIRST_NORMALIZATION_ALL_SCALED,Mortality First Normalization All Scaled (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,PULMONOLOGY,PULMONOLOGY_MORTALITY_RANDOM_EFFECTS_MORTALITY_FIRST_NORMALIZATION_ALL_SCALED,MORTALITY - RANDOM EFFECTS,MORTALITY FIRST NORMALIZATION ALL SCALED,PULMONOLOGY,MORTALITY_RANDOM_EFFECTS,MORTALITY_FIRST_NORMALIZATION_ALL_SCALED,Mortality First Normalization All Scaled (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,UROLOGY,UROLOGY_MORTALITY_RANDOM_EFFECTS_MORTALITY_FIRST_NORMALIZATION_ALL_SCALED,MORTALITY - RANDOM EFFECTS,MORTALITY FIRST NORMALIZATION ALL SCALED,UROLOGY,MORTALITY_RANDOM_EFFECTS,MORTALITY_FIRST_NORMALIZATION_ALL_SCALED,Mortality First Normalization All Scaled (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,CANCER,CANCER_MORTALITY_RANDOM_EFFECTS_MORTALITY_FIRST_NORMALIZATION_SUB_SCALED,MORTALITY - RANDOM EFFECTS,MORTALITY FIRST NORMALIZATION SUB SCALED,CANCER,MORTALITY_RANDOM_EFFECTS,MORTALITY_FIRST_NORMALIZATION_SUB_SCALED,Mortality First Normalization Sub Scaled (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,CARDIOLOGY_AND_HEART_SURGERY_MORTALITY_RANDOM_EFFECTS_MORTALITY_FIRST_NORMALIZATION_SUB_SCALED,MORTALITY - RANDOM EFFECTS,MORTALITY FIRST NORMALIZATION SUB SCALED,CARDIOLOGY_AND_HEART_SURGERY,MORTALITY_RANDOM_EFFECTS,MORTALITY_FIRST_NORMALIZATION_SUB_SCALED,Mortality First Normalization Sub Scaled (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,DIABETES AND ENDOCRINE DISORDERS,DIABETES_AND_ENDOCRINE_DISORDERS_MORTALITY_RANDOM_EFFECTS_MORTALITY_FIRST_NORMALIZATION_SUB_SCALED,MORTALITY - RANDOM EFFECTS,MORTALITY FIRST NORMALIZATION SUB SCALED,DIABETES_AND_ENDOCRINE_DISORDERS,MORTALITY_RANDOM_EFFECTS,MORTALITY_FIRST_NORMALIZATION_SUB_SCALED,Mortality First Normalization Sub Scaled (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,"EAR, NOSE, AND THROAT",EAR_NOSE_AND_THROAT_MORTALITY_RANDOM_EFFECTS_MORTALITY_FIRST_NORMALIZATION_SUB_SCALED,MORTALITY - RANDOM EFFECTS,MORTALITY FIRST NORMALIZATION SUB SCALED,EAR_NOSE_AND_THROAT,MORTALITY_RANDOM_EFFECTS,MORTALITY_FIRST_NORMALIZATION_SUB_SCALED,Mortality First Normalization Sub Scaled (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,GASTROENTEROLOGY AND GI SURGERY,GASTROENTEROLOGY_AND_GI_SURGERY_MORTALITY_RANDOM_EFFECTS_MORTALITY_FIRST_NORMALIZATION_SUB_SCALED,MORTALITY - RANDOM EFFECTS,MORTALITY FIRST NORMALIZATION SUB SCALED,GASTROENTEROLOGY_AND_GI_SURGERY,MORTALITY_RANDOM_EFFECTS,MORTALITY_FIRST_NORMALIZATION_SUB_SCALED,Mortality First Normalization Sub Scaled (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,GERIATRIC CARE,GERIATRIC_CARE_MORTALITY_RANDOM_EFFECTS_MORTALITY_FIRST_NORMALIZATION_SUB_SCALED,MORTALITY - RANDOM EFFECTS,MORTALITY FIRST NORMALIZATION SUB SCALED,GERIATRIC_CARE,MORTALITY_RANDOM_EFFECTS,MORTALITY_FIRST_NORMALIZATION_SUB_SCALED,Mortality First Normalization Sub Scaled (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,NEUROLOGY AND NEUROSURGERY,NEUROLOGY_AND_NEUROSURGERY_MORTALITY_RANDOM_EFFECTS_MORTALITY_FIRST_NORMALIZATION_SUB_SCALED,MORTALITY - RANDOM EFFECTS,MORTALITY FIRST NORMALIZATION SUB SCALED,NEUROLOGY_AND_NEUROSURGERY,MORTALITY_RANDOM_EFFECTS,MORTALITY_FIRST_NORMALIZATION_SUB_SCALED,Mortality First Normalization Sub Scaled (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,ORTHOPEDICS,ORTHOPEDICS_MORTALITY_RANDOM_EFFECTS_MORTALITY_FIRST_NORMALIZATION_SUB_SCALED,MORTALITY - RANDOM EFFECTS,MORTALITY FIRST NORMALIZATION SUB SCALED,ORTHOPEDICS,MORTALITY_RANDOM_EFFECTS,MORTALITY_FIRST_NORMALIZATION_SUB_SCALED,Mortality First Normalization Sub Scaled (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,PULMONOLOGY,PULMONOLOGY_MORTALITY_RANDOM_EFFECTS_MORTALITY_FIRST_NORMALIZATION_SUB_SCALED,MORTALITY - RANDOM EFFECTS,MORTALITY FIRST NORMALIZATION SUB SCALED,PULMONOLOGY,MORTALITY_RANDOM_EFFECTS,MORTALITY_FIRST_NORMALIZATION_SUB_SCALED,Mortality First Normalization Sub Scaled (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2024,2024-2025,SUBMEASURE,UROLOGY,UROLOGY_MORTALITY_RANDOM_EFFECTS_MORTALITY_FIRST_NORMALIZATION_SUB_SCALED,MORTALITY - RANDOM EFFECTS,MORTALITY FIRST NORMALIZATION SUB SCALED,UROLOGY,MORTALITY_RANDOM_EFFECTS,MORTALITY_FIRST_NORMALIZATION_SUB_SCALED,Mortality First Normalization Sub Scaled (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CANCER,CANCER_MORTALITY_RANDOM_EFFECTS_MORTALITY_PREDICTED_VALUE,MORTALITY - RANDOM EFFECTS,MORTALITY PREDICTED VALUE,CANCER,MORTALITY_RANDOM_EFFECTS,MORTALITY_PREDICTED_VALUE,Mortality Predicted Value (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
USNWR - ADULT SPECIALTIES,7/1/2025,2025-2026,SUBMEASURE,CARDIOLOGY AND HEART SURGERY,CARDIOLOGY_AND_HEART_SURGERY_MORTALITY_RANDOM_EFFECTS_MORTALITY_PREDICTED_VALUE,MORTALITY - RANDOM EFFECTS,MORTALITY PREDICTED VALUE,CARDIOLOGY_AND_HEART_SURGERY,MORTALITY_RANDOM_EFFECTS,MORTALITY_PREDICTED_VALUE,Mortality Predicted Value (Outcomes),,,N/A,,LOWER_IS_BETTER,,,,
